#
#**************************************************************
#
#                       OGLE IV FIELDS
#
#**************************************************************
#
###############################################################
#
#   BULGE FIELDS
#
###############################################################
#
# Numbers given mark field centers.
# Width  (along RA)  of the fields are 01:23:00 degrees (maximal) 01:04:25 deg (minimal).
# Height (along DEC) of the fields are 01:14:10 degrees (maximal) 00:35:35 deg (minimal).
#
#  Name       RA[hr]      DEC[deg]       l[deg]       b[deg]     Epoch    RA_decimal   DEC_decimal    l_decimal     b_decimal  Prefix No
#
  BLG751     18:40:05    -23:06:40      10:59:16    -07:57:28   2000.0    18.6680556   -23.1111111    10.9877911    -7.9577388   BLG 751
  BLG752     18:40:16    -24:20:30       9:53:22    -08:32:11   2000.0    18.6711111   -24.3416667     9.8895790    -8.5363445   BLG 752
  BLG753     18:40:31    -25:34:20       8:47:39    -09:07:29   2000.0    18.6752778   -25.5722222     8.7942972    -9.1246623   BLG 753
  BLG754     18:40:46    -26:48:10       7:41:42    -09:42:31   2000.0    18.6794444   -26.8027778     7.6948745    -9.7086577   BLG 754
  BLG755     18:41:03    -28:02:00       6:35:39    -10:17:41   2000.0    18.6841667   -28.0333333     6.5942719   -10.2946991   BLG 755
  BLG718     18:44:17    -11:25:15      21:56:47    -03:36:56   2000.0    18.7380556   -11.4208333    21.9464616    -3.6155956   BLG 718
  BLG719     18:44:20    -12:39:05      20:51:08    -04:11:01   2000.0    18.7388889   -12.6513889    20.8522637    -4.1836582   BLG 719
  BLG720     18:44:27    -13:52:55      19:45:49    -04:45:52   2000.0    18.7408333   -13.8819444    19.7637445    -4.7645365   BLG 720
  BLG721     18:44:34    -15:06:45      18:40:24    -05:20:36   2000.0    18.7427778   -15.1125000    18.6732482    -5.3434332   BLG 721
  BLG722     18:44:36    -16:20:35      17:34:18    -05:54:08   2000.0    18.7433333   -16.3430556    17.5715508    -5.9022320   BLG 722
  BLG723     18:44:44    -17:34:25      16:28:42    -06:28:48   2000.0    18.7455556   -17.5736111    16.4782732    -6.4801076   BLG 723
  BLG724     18:44:52    -18:48:15      15:22:56    -07:03:19   2000.0    18.7477778   -18.8041667    15.3822949    -7.0552536   BLG 724
  BLG725     18:44:56    -20:02:05      14:16:35    -07:36:48   2000.0    18.7488889   -20.0347222    14.2764204    -7.6133723   BLG 725
  BLG756     18:45:05    -21:15:55      13:10:34    -08:11:09   2000.0    18.7513889   -21.2652778    13.1761585    -8.1859106   BLG 756
  BLG757     18:45:13    -22:29:45      12:04:15    -08:45:05   2000.0    18.7536111   -22.4958333    12.0707756    -8.7514754   BLG 757
  BLG758     18:45:24    -23:43:35      10:58:01    -09:19:25   2000.0    18.7566667   -23.7263889    10.9668082    -9.3236500   BLG 758
  BLG759     18:45:38    -24:57:25       9:51:50    -09:54:07   2000.0    18.7605556   -24.9569444     9.8638071    -9.9019385   BLG 759
  BLG726     18:49:19    -12:02:10      21:57:13    -04:59:34   2000.0    18.8219444   -12.0361111    21.9535889    -4.9927206   BLG 726
  BLG727     18:49:28    -13:16:00      20:51:56    -05:34:39   2000.0    18.8244444   -13.2666667    20.8655533    -5.5773907   BLG 727
  BLG728     18:49:36    -14:29:50      19:46:24    -06:09:22   2000.0    18.8266667   -14.4972222    19.7733714    -6.1561190   BLG 728
  BLG729     18:49:40    -15:43:40      18:40:17    -06:43:05   2000.0    18.8277778   -15.7277778    18.6714783    -6.7179274   BLG 729
  BLG730     18:49:50    -16:57:30      17:34:39    -07:17:55   2000.0    18.8305556   -16.9583333    17.5776010    -7.2985497   BLG 730
  BLG731     18:50:00    -18:11:20      16:28:50    -07:52:34   2000.0    18.8333333   -18.1888889    16.4806479    -7.8760685   BLG 731
  BLG732     18:50:06    -19:25:10      15:22:24    -08:26:10   2000.0    18.8350000   -19.4194444    15.3734487    -8.4360876   BLG 732
  BLG733     18:50:10    -20:39:00      14:15:34    -08:59:08   2000.0    18.8361111   -20.6500000    14.2594596    -8.9856465   BLG 733
  BLG734     18:50:20    -21:52:50      13:09:08    -09:33:09   2000.0    18.8388889   -21.8805556    13.1521185    -9.5525632   BLG 734
  BLG735     18:54:19    -12:39:05      21:56:58    -06:21:36   2000.0    18.9052778   -12.6513889    21.9494901    -6.3600626   BLG 735
  BLG736     18:54:30    -13:52:55      20:51:34    -06:56:48   2000.0    18.9083333   -13.8819444    20.8594385    -6.9465830   BLG 736
  BLG737     18:54:39    -15:06:45      19:45:46    -07:31:23   2000.0    18.9108333   -15.1125000    19.7628759    -7.5229657   BLG 737
  BLG738     18:54:45    -16:20:35      18:39:28    -08:05:08   2000.0    18.9125000   -16.3430556    18.6579014    -8.0854611   BLG 738
  BLG739     18:54:57    -17:34:25      17:33:37    -08:39:58   2000.0    18.9158333   -17.5736111    17.5602143    -8.6661633   BLG 739
  BLG740     18:55:09    -18:48:15      16:27:32    -09:14:35   2000.0    18.9191667   -18.8041667    16.4588441    -9.2431444   BLG 740
  BLG741     18:55:17    -20:02:05      15:20:48    -09:48:07   2000.0    18.9213889   -20.0347222    15.3467295    -9.8019985   BLG 741
  BLG742     18:59:35    -14:29:50      20:50:60    -08:19:25   2000.0    18.9930556   -14.4972222    20.8499131    -8.3236918   BLG 742
  BLG743     18:59:43    -15:43:40      19:44:40    -08:53:25   2000.0    18.9952778   -15.7277778    19.7445676    -8.8901623   BLG 743
  BLG744     18:59:51    -16:57:30      18:38:08    -09:27:11   2000.0    18.9975000   -16.9583333    18.6356331    -9.4530193   BLG 744
  BLG745     19:00:05    -18:11:20      17:31:60    -10:02:00   2000.0    19.0013889   -18.1888889    17.5332443   -10.0334635   BLG 745
  BLG746     19:04:38    -15:06:45      20:49:39    -09:41:25   2000.0    19.0772222   -15.1125000    20.8275201    -9.6903993   BLG 746
  BLG747     19:04:48    -16:20:35      19:43:05    -10:15:27   2000.0    19.0800000   -16.3430556    19.7179224   -10.2575098   BLG 747
  BLG748     19:04:58    -17:34:25      18:36:15    -10:49:13   2000.0    19.0827778   -17.5736111    18.6041297   -10.8203897   BLG 748
  BLG749     19:05:14    -18:48:15      17:29:46    -11:24:01   2000.0    19.0872222   -18.8041667    17.4961266   -11.4002230   BLG 749
  BLG791     17:19:30    -14:13:55       9:14:58     12:59:19   2000.0    17.3250000   -14.2319444     9.2494981    12.9884973   BLG 791
  BLG792     17:19:30    -15:27:45       8:11:26     12:19:13   2000.0    17.3250000   -15.4625000     8.1904213    12.3203147   BLG 792
  BLG793     17:19:30    -16:41:35       7:08:12     11:38:53   2000.0    17.3250000   -16.6930556     7.1367420    11.6480720   BLG 793
  BLG794     17:19:30    -17:55:25       6:05:17     10:58:19   2000.0    17.3250000   -17.9236111     6.0881617    10.9720162   BLG 794
  BLG795     17:19:30    -19:09:15       5:02:40     10:17:33   2000.0    17.3250000   -19.1541667     5.0443805    10.2923913   BLG 795
  BLG796     17:19:30    -20:23:05       4:00:18     09:36:34   2000.0    17.3250000   -20.3847222     4.0050972     9.6094380   BLG 796
  BLG797     17:19:30    -21:36:55       2:58:12     08:55:24   2000.0    17.3250000   -21.6152778     2.9700097     8.9233946   BLG 797
  BLG798     17:24:40    -13:37:00      10:28:17     12:15:41   2000.0    17.4111111   -13.6166667    10.4713163    12.2612868   BLG 798
  BLG799     17:24:40    -14:50:50       9:24:30     11:36:13   2000.0    17.4111111   -14.8472222     9.4082373    11.6036719   BLG 799
  BLG800     17:24:40    -16:04:40       8:21:01     10:56:32   2000.0    17.4111111   -16.0777778     8.3501720    10.9421890   BLG 800
  BLG801     17:24:40    -17:18:30       7:17:49     10:16:37   2000.0    17.4111111   -17.3083333     7.2968324    10.2770811   BLG 801
  BLG802     17:24:40    -18:32:20       6:14:53     09:36:31   2000.0    17.4111111   -18.5388889     6.2479287     9.6085881   BLG 802
  BLG803     17:24:40    -19:46:10       5:12:11     08:56:13   2000.0    17.4111111   -19.7694444     5.2031701     8.9369476   BLG 803
  BLG804     17:24:40    -21:00:00       4:09:44     08:15:45   2000.0    17.4111111   -21.0000000     4.1622646     8.2623943   BLG 804
  BLG968     17:24:40    -22:13:50       3:07:30     07:35:07   2000.0    17.4111111   -22.2305556     3.1249191     7.5851609   BLG 968
  BLG805     17:29:50    -13:00:05      11:41:03     11:31:11   2000.0    17.4972222   -13.0013889    11.6841451    11.5196326   BLG 805
  BLG806     17:29:50    -14:13:55      10:37:03     10:52:20   2000.0    17.4972222   -14.2319444    10.6174314    10.8720984   BLG 806
  BLG807     17:29:50    -15:27:45       9:33:19     10:13:15   2000.0    17.4972222   -15.4625000     9.5553516    10.2209015   BLG 807
  BLG808     17:29:50    -16:41:35       8:29:51     09:33:59   2000.0    17.4972222   -16.6930556     8.4976272     9.5662809   BLG 808
  BLG809     17:29:50    -17:55:25       7:26:38     08:54:31   2000.0    17.4972222   -17.9236111     7.4439781     8.9084727   BLG 809
  BLG810     17:29:50    -19:09:15       6:23:39     08:14:52   2000.0    17.4972222   -19.1541667     6.3941230     8.2477109   BLG 810
  BLG964     17:29:50    -20:23:05       5:20:52     07:35:03   2000.0    17.4972222   -20.3847222     5.3477792     7.5842273   BLG 964
  BLG965     17:29:50    -21:36:55       4:18:17     06:55:06   2000.0    17.4972222   -21.6152778     4.3046630     6.9182515   BLG 965
  BLG966     17:29:50    -22:50:45       3:15:52     06:15:00   2000.0    17.4972222   -22.8458333     3.2644899     6.2500113   BLG 966
  BLG967     17:29:50    -24:04:35       2:13:37     05:34:47   2000.0    17.4972222   -24.0763889     2.2269748     5.5797328   BLG 967
  BLG811     17:35:00    -12:23:10      12:53:18     10:45:52   2000.0    17.5833333   -12.3861111    12.8883369    10.7643285   BLG 811
  BLG812     17:35:00    -13:37:00      11:49:06     10:07:35   2000.0    17.5833333   -13.6166667    11.8183235    10.1263753   BLG 812
  BLG813     17:35:00    -14:50:50      10:45:09     09:29:06   2000.0    17.5833333   -14.8472222    10.7525686     9.4849774   BLG 813
  BLG814     17:35:00    -16:04:40       9:41:27     08:50:25   2000.0    17.5833333   -16.0777778     9.6908028     8.8403694   BLG 814
  BLG815     17:35:00    -17:18:30       8:37:58     08:11:34   2000.0    17.5833333   -17.3083333     8.6327547     8.1927841   BLG 815
  BLG816     17:35:00    -18:32:20       7:34:41     07:32:33   2000.0    17.5833333   -18.5388889     7.5781516     7.5424519   BLG 816
  BLG817     17:35:00    -19:46:10       6:31:36     06:53:23   2000.0    17.5833333   -19.7694444     6.5267198     6.8896015   BLG 817
  BLG620     17:35:00    -21:00:00       5:28:41     06:14:04   2000.0    17.5833333   -21.0000000     5.4781842     6.2344597   BLG 620
  BLG818     17:40:10    -11:46:15      14:05:03     09:59:46   2000.0    17.6694444   -11.7708333    14.0842800     9.9961652   BLG 818
  BLG819     17:40:10    -13:00:05      13:00:41     09:22:02   2000.0    17.6694444   -13.0013889    13.0112704     9.3672821   BLG 819
  BLG820     17:40:10    -14:13:55      11:56:32     08:44:07   2000.0    17.6694444   -14.2319444    11.9421493     8.7351837   BLG 820
  BLG821     17:40:10    -15:27:45      10:52:36     08:06:00   2000.0    17.6694444   -15.4625000    10.8766551     8.1001009   BLG 821
  BLG822     17:40:10    -16:41:35       9:48:52     07:27:44   2000.0    17.6694444   -16.6930556     9.8145245     7.4622629   BLG 822
  BLG823     17:40:10    -17:55:25       8:45:20     06:49:19   2000.0    17.6694444   -17.9236111     8.7554930     6.8218969   BLG 823
  BLG824     17:40:10    -19:09:15       7:41:57     06:10:45   2000.0    17.6694444   -19.1541667     7.6992947     6.1792285   BLG 824
  BLG623     17:40:12    -20:23:05       6:38:59     05:31:40   2000.0    17.6700000   -20.3847222     6.6497806     5.5278318   BLG 623
  BLG825     17:45:20    -12:23:10      14:11:48     08:35:44   2000.0    17.7555556   -12.3861111    14.1966640     8.5955952   BLG 825
  BLG826     17:45:20    -13:37:00      13:07:28     07:58:20   2000.0    17.7555556   -13.6166667    13.1244561     7.9722858   BLG 826
  BLG827     17:45:20    -14:50:50      12:03:20     07:20:46   2000.0    17.7555556   -14.8472222    12.0555175     7.3462290   BLG 827
  BLG828     17:45:20    -16:04:40      10:59:23     06:43:04   2000.0    17.7555556   -16.0777778    10.9895923     6.7176503   BLG 828
  BLG627     17:45:19    -17:18:30       9:55:28     06:05:25   2000.0    17.7552778   -17.3083333     9.9243688     6.0901871   BLG 627
  BLG628     17:45:21    -18:32:20       8:52:04     05:27:02   2000.0    17.7558333   -18.5388889     8.8677963     5.4504363   BLG 628
  BLG829     17:50:32    -11:46:15      15:22:45     07:48:18   2000.0    17.8422222   -11.7708333    15.3790343     7.8050171   BLG 829
  BLG830     17:50:32    -13:00:05      14:18:14     07:11:24   2000.0    17.8422222   -13.0013889    14.3039835     7.1900194   BLG 830
  BLG831     17:50:32    -14:13:55      13:13:55     06:34:21   2000.0    17.8422222   -14.2319444    13.2318460     6.5725238   BLG 831
  BLG832     17:50:32    -15:27:45      12:09:45     05:57:10   2000.0    17.8422222   -15.4625000    12.1623726     5.9527527   BLG 832
  BLG833     17:50:32    -16:41:35      11:05:43     05:19:51   2000.0    17.8422222   -16.6930556    11.0953131     5.3309271   BLG 833
  BLG634     17:50:27    -17:55:25      10:01:13     04:43:28   2000.0    17.8408333   -17.9236111    10.0203207     4.7243462   BLG 634
  BLG635     17:50:31    -19:09:15       8:57:56     04:05:07   2000.0    17.8419444   -19.1541667     8.9654205     4.0853796   BLG 635
  BLG834     17:55:45    -12:23:10      15:28:44     06:23:33   2000.0    17.9291667   -12.3861111    15.4789853     6.3925420   BLG 834
  BLG835     17:55:45    -13:37:00      14:24:14     05:46:59   2000.0    17.9291667   -13.6166667    14.4038742     5.7831038   BLG 835
  BLG836     17:55:45    -14:50:50      13:19:52     05:10:18   2000.0    17.9291667   -14.8472222    13.3310807     5.1716477   BLG 836
  BLG837     17:55:45    -16:04:40      12:15:37     04:33:30   2000.0    17.9291667   -16.0777778    12.2603607     4.5583919   BLG 837
  BLG838     17:55:45    -17:18:30      11:11:29     03:56:37   2000.0    17.9291667   -17.3083333    11.1914688     3.9435536   BLG 838
  BLG839     17:55:45    -18:32:20      10:07:27     03:19:38   2000.0    17.9291667   -18.5388889    10.1241589     3.3273492   BLG 839
  BLG640     17:55:42    -19:46:10       9:03:08     02:43:13   2000.0    17.9283333   -19.7694444     9.0522708     2.7201671   BLG 640
  BLG840     18:00:55    -11:46:15      16:38:31     05:35:41   2000.0    18.0152778   -11.7708333    16.6418527     5.5947935   BLG 840
  BLG841     18:00:55    -13:00:05      15:33:50     04:59:34   2000.0    18.0152778   -13.0013889    15.5639891     4.9928153   BLG 841
  BLG842     18:00:55    -14:13:55      14:29:17     04:23:21   2000.0    18.0152778   -14.2319444    14.4881051     4.3890823   BLG 842
  BLG843     18:00:55    -15:27:45      13:24:50     03:47:02   2000.0    18.0152778   -15.4625000    13.4139622     3.7838103   BLG 843
  BLG844     18:00:55    -16:41:35      12:20:29     03:10:38   2000.0    18.0152778   -16.6930556    12.3413208     3.1772142   BLG 844
  BLG845     18:00:55    -17:55:25      11:16:12     02:34:10   2000.0    18.0152778   -17.9236111    11.2699406     2.5695082   BLG 845
  BLG846     18:00:55    -19:09:15      10:11:58     01:57:39   2000.0    18.0152778   -19.1541667    10.1995805     1.9609058   BLG 846
  BLG999     18:03:25    -20:00:05       9:45:11     01:01:50   2000.0    18.0569444   -20.0013889     9.7530544     1.0306931   BLG 999
  BLG847     18:06:00    -12:23:10      16:42:32     04:12:35   2000.0    18.1000000   -12.3861111    16.7089013     4.2097351   BLG 847
  BLG848     18:06:00    -13:37:00      15:37:49     03:36:47   2000.0    18.1000000   -13.6166667    15.6301456     3.6130956   BLG 848
  BLG849     18:06:00    -14:50:50      14:33:10     03:00:55   2000.0    18.1000000   -14.8472222    14.5528090     3.0151804   BLG 849
  BLG850     18:06:00    -16:04:40      13:28:36     02:24:58   2000.0    18.1000000   -16.0777778    13.4766572     2.4162023   BLG 850
  BLG851     18:06:00    -17:18:30      12:24:05     01:48:59   2000.0    18.1000000   -17.3083333    12.4014551     1.8163736   BLG 851
  BLG477     16:58:50    -16:41:35       4:16:00     15:44:13   2000.0    16.9805556   -16.6930556     4.2667073    15.7369540   BLG 477
  BLG478     16:58:50    -17:55:25       3:13:41     15:01:19   2000.0    16.9805556   -17.9236111     3.2280028    15.0219265   BLG 478
  BLG479     16:58:50    -19:09:15       2:11:47     14:18:08   2000.0    16.9805556   -19.1541667     2.1962550    14.3022168   BLG 479
  BLG480     16:58:50    -20:23:05       1:10:16     13:34:41   2000.0    16.9805556   -20.3847222     1.1711142    13.5780882   BLG 480
  BLG481     16:58:50    -21:36:55       0:09:08     12:50:59   2000.0    16.9805556   -21.6152778     0.1522307    12.8497994   BLG 481
  BLG482     16:58:50    -22:50:45     359:08:21     12:07:03   2000.0    16.9805556   -22.8458333   359.1392543    12.1176049   BLG 482
  BLG483     17:04:00    -17:18:30       4:28:58     14:22:22   2000.0    17.0666667   -17.3083333     4.4826611    14.3728317   BLG 483
  BLG484     17:04:00    -18:32:20       3:26:41     13:39:56   2000.0    17.0666667   -18.5388889     3.4447030    13.6656185   BLG 484
  BLG485     17:04:00    -19:46:10       2:24:47     12:57:15   2000.0    17.0666667   -19.7694444     2.4129752    12.9541146   BLG 485
  BLG486     17:04:00    -21:00:00       1:23:14     12:14:19   2000.0    17.0666667   -21.0000000     1.3871413    12.2385753   BLG 486
  BLG487     17:04:00    -22:13:50       0:22:01     11:31:09   2000.0    17.0666667   -22.2305556     0.3668649    11.5192518   BLG 487
  BLG488     17:09:10    -16:41:35       5:43:40     13:42:20   2000.0    17.1527778   -16.6930556     5.7278472    13.7056773   BLG 488
  BLG489     17:09:10    -17:55:25       4:41:03     13:00:38   2000.0    17.1527778   -17.9236111     4.6841872    13.0105530   BLG 489
  BLG490     17:09:10    -19:09:15       3:38:47     12:18:41   2000.0    17.1527778   -19.1541667     3.6463796    12.3112821   BLG 490
  BLG491     17:09:10    -20:23:05       2:36:51     11:36:29   2000.0    17.1527778   -20.3847222     2.6141011    11.6081162   BLG 491
  BLG492     17:09:10    -21:36:55       1:35:13     10:54:05   2000.0    17.1527778   -21.6152778     1.5870276    10.9013031   BLG 492
  BLG493     17:14:20    -17:18:30       5:54:53     12:20:16   2000.0    17.2388889   -17.3083333     5.9148147    12.3377824   BLG 493
  BLG494     17:14:20    -18:32:20       4:52:17     11:39:01   2000.0    17.2388889   -18.5388889     4.8714008    11.6503335   BLG 494
  BLG495     17:14:20    -19:46:10       3:49:59     10:57:33   2000.0    17.2388889   -19.7694444     3.8331506    10.9591451   BLG 495
  BLG496     17:14:20    -21:00:00       2:47:59     10:15:52   2000.0    17.2388889   -21.0000000     2.7997520    10.2644618   BLG 496
  BLG394     18:41:20    -29:15:50       5:29:20    -10:52:33   2000.0    18.6888889   -29.2638889     5.4889330   -10.8757306   BLG 394
  BLG399     18:45:56    -26:11:15       8:45:47    -10:29:21   2000.0    18.7655556   -26.1875000     8.7629216   -10.4892033   BLG 399
  BLG400     18:46:15    -27:25:05       7:39:32    -11:04:29   2000.0    18.7708333   -27.4180556     7.6588058   -11.0747486   BLG 400
  BLG401     18:46:36    -28:38:55       6:33:10    -11:39:41   2000.0    18.7766667   -28.6486111     6.5526888   -11.6615078   BLG 401
  BLG406     18:50:31    -23:06:40      12:02:33    -10:07:08   2000.0    18.8419444   -23.1111111    12.0424597   -10.1188321   BLG 406
  BLG407     18:50:45    -24:20:30      10:56:00    -10:41:28   2000.0    18.8458333   -24.3416667    10.9334602   -10.6909916   BLG 407
  BLG408     18:51:02    -25:34:20       9:49:29    -11:16:07   2000.0    18.8505556   -25.5722222     9.8246525   -11.2685281   BLG 408
  BLG409     18:51:23    -26:48:10       8:43:02    -11:51:15   2000.0    18.8563889   -26.8027778     8.7171308   -11.8542840   BLG 409
  BLG410     18:51:46    -28:02:00       7:36:26    -12:26:27   2000.0    18.8627778   -28.0333333     7.6071980   -12.4408995   BLG 410
  BLG411     18:52:11    -29:15:50       6:29:40    -13:01:40   2000.0    18.8697222   -29.2638889     6.4944238   -13.0278728   BLG 411
  BLG417     18:55:24    -21:15:55      14:13:44    -10:21:12   2000.0    18.9233333   -21.2652778    14.2289719   -10.3532658   BLG 417
  BLG418     18:55:36    -22:29:45      13:06:55    -10:55:04   2000.0    18.9266667   -22.4958333    13.1153793   -10.9176981   BLG 418
  BLG419     18:55:50    -23:43:35      12:00:02    -11:29:03   2000.0    18.9305556   -23.7263889    12.0004578   -11.4842776   BLG 419
  BLG420     18:56:07    -24:57:25      10:53:08    -12:03:22   2000.0    18.9352778   -24.9569444    10.8854242   -12.0560105   BLG 420
  BLG421     18:56:27    -26:11:15       9:46:11    -12:37:57   2000.0    18.9408333   -26.1875000     9.7697938   -12.6323637   BLG 421
  BLG422     18:56:52    -27:25:05       8:39:22    -13:13:10   2000.0    18.9477778   -27.4180556     8.6561475   -13.2195383   BLG 422
  BLG423     18:57:19    -28:38:55       7:32:21    -13:48:24   2000.0    18.9552778   -28.6486111     7.5392421   -13.8067153   BLG 423
  BLG428     19:00:19    -19:25:10      16:25:36    -10:36:34   2000.0    19.0052778   -19.4194444    16.4265539   -10.6095559   BLG 428
  BLG429     19:00:29    -20:39:00      15:18:31    -11:10:01   2000.0    19.0080556   -20.6500000    15.3086124   -11.1668811   BLG 429
  BLG430     19:00:39    -21:52:50      14:11:10    -11:43:10   2000.0    19.0108333   -21.8805556    14.1861062   -11.7194771   BLG 430
  BLG431     19:00:54    -23:06:40      13:04:01    -12:17:04   2000.0    19.0150000   -23.1111111    13.0669531   -12.2845171   BLG 431
  BLG432     19:01:11    -24:20:30      11:56:45    -12:51:03   2000.0    19.0197222   -24.3416667    11.9457300   -12.8509670   BLG 432
  BLG433     19:01:31    -25:34:20      10:49:25    -13:25:19   2000.0    19.0252778   -25.5722222    10.8236060   -13.4218118   BLG 433
  BLG434     19:01:54    -26:48:10       9:42:00    -13:59:47   2000.0    19.0316667   -26.8027778     9.7000800   -13.9964977   BLG 434
  BLG435     19:02:23    -28:02:00       8:34:45    -14:35:04   2000.0    19.0397222   -28.0333333     8.5791406   -14.5845781   BLG 435
  BLG436     19:02:54    -29:15:50       7:27:15    -15:10:18   2000.0    19.0483333   -29.2638889     7.4540726   -15.1717769   BLG 436
  BLG395     18:42:35    -31:41:30       3:21:21    -12:08:24   2000.0    18.7097222   -31.6916667     3.3559128   -12.1399086   BLG 395
  BLG396     18:43:15    -32:55:20       2:16:03    -12:46:34   2000.0    18.7208333   -32.9222222     2.2676037   -12.7761680   BLG 396
  BLG397     18:43:45    -34:09:10       1:09:27    -13:22:23   2000.0    18.7291667   -34.1527778     1.1576345   -13.3729538   BLG 397
  BLG398     18:44:15    -35:23:00       0:02:27    -13:57:44   2000.0    18.7375000   -35.3833333     0.0408126   -13.9621667   BLG 398
  BLG402     18:48:00    -32:18:25       3:15:45    -13:26:22   2000.0    18.8000000   -32.3069444     3.2625318   -13.4395504   BLG 402
  BLG403     18:48:35    -33:32:15       2:09:09    -14:02:42   2000.0    18.8097222   -33.5375000     2.1524598   -14.0449799   BLG 403
  BLG404     18:49:15    -34:46:05       1:02:31    -14:39:29   2000.0    18.8208333   -34.7680556     1.0418969   -14.6579478   BLG 404
  BLG405     18:50:00    -35:59:55     359:55:48    -15:16:39   2000.0    18.8333333   -35.9986111   359.9300140   -15.2774906   BLG 405
  BLG412     18:53:14    -31:41:30       4:18:01    -14:12:37   2000.0    18.8872222   -31.6916667     4.3003075   -14.2103536   BLG 412
  BLG413     18:53:45    -32:55:20       3:10:35    -14:47:42   2000.0    18.8958333   -32.9222222     3.1762695   -14.7951387   BLG 413
  BLG414     18:54:30    -34:09:10       2:03:51    -15:24:59   2000.0    18.9083333   -34.1527778     2.0641125   -15.4162778   BLG 414
  BLG415     18:55:10    -35:23:00       0:56:12    -16:00:43   2000.0    18.9194444   -35.3833333     0.9365771   -16.0120517   BLG 415
  BLG416     18:56:00    -36:36:50     359:48:48    -16:37:45   2000.0    18.9333333   -36.6138889   359.8134447   -16.6292029   BLG 416
  BLG424     18:59:00    -32:18:25       4:12:28    -15:34:34   2000.0    18.9833333   -32.3069444     4.2076988   -15.5761076   BLG 424
  BLG425     18:59:35    -33:32:15       3:04:23    -16:09:28   2000.0    18.9930556   -33.5375000     3.0731611   -16.1577489   BLG 425
  BLG426     19:00:20    -34:46:05       1:56:37    -16:45:43   2000.0    19.0055556   -34.7680556     1.9437075   -16.7619900   BLG 426
  BLG427     19:01:10    -35:59:55       0:48:41    -17:22:18   2000.0    19.0194444   -35.9986111     0.8114724   -17.3715765   BLG 427
  BLG437     19:04:15    -31:41:30       5:14:24    -16:22:17   2000.0    19.0708333   -31.6916667     5.2400284   -16.3713941   BLG 437
  BLG438     19:04:45    -32:55:20       4:05:24    -16:55:46   2000.0    19.0791667   -32.9222222     4.0900466   -16.9295701   BLG 438
  BLG439     19:05:30    -34:09:10       2:57:06    -17:31:36   2000.0    19.0916667   -34.1527778     2.9517568   -17.5267840   BLG 439
  BLG440     19:06:20    -35:23:00       1:48:37    -18:07:45   2000.0    19.1055556   -35.3833333     1.8103706   -18.1292137   BLG 440
  BLG441     19:07:15    -36:36:50       0:39:54    -18:44:09   2000.0    19.1208333   -36.6138889     0.6650182   -18.7358226   BLG 441
  BLG442     19:05:30    -20:02:05      16:22:59    -11:58:30   2000.0    19.0916667   -20.0347222    16.3831913   -11.9750597   BLG 442
  BLG443     19:05:43    -21:15:55      15:15:36    -12:32:02   2000.0    19.0952778   -21.2652778    15.2601386   -12.5340078   BLG 443
  BLG444     19:05:55    -22:29:45      14:07:49    -13:05:02   2000.0    19.0986111   -22.4958333    14.1302303   -13.0839999   BLG 444
  BLG445     19:06:13    -23:43:35      13:00:16    -13:38:57   2000.0    19.1036111   -23.7263889    13.0044933   -13.6492292   BLG 445
  BLG446     19:06:33    -24:57:25      11:52:33    -14:12:54   2000.0    19.1091667   -24.9569444    11.8759283   -14.2151110   BLG 446
  BLG447     19:06:56    -26:11:15      10:44:44    -14:47:05   2000.0    19.1155556   -26.1875000    10.7456570   -14.7846077   BLG 447
  BLG448     19:07:23    -27:25:05       9:36:53    -15:21:38   2000.0    19.1230556   -27.4180556     9.6146596   -15.3605487   BLG 448
  BLG449     19:07:56    -28:38:55       8:29:07    -15:56:56   2000.0    19.1322222   -28.6486111     8.4852215   -15.9489914   BLG 449
  BLG450     19:08:31    -29:52:45       7:21:03    -16:32:08   2000.0    19.1419444   -29.8791667     7.3507633   -16.5356396   BLG 450
  BLG451     19:09:31    -31:04:35       6:16:30    -17:11:01   2000.0    19.1586111   -31.0763889     6.2750926   -17.1837426   BLG 451
  BLG452     19:10:00    -32:18:25       5:06:54    -17:43:54   2000.0    19.1666667   -32.3069444     5.1150361   -17.7316835   BLG 452
  BLG453     19:10:35    -33:32:15       3:57:17    -18:17:23   2000.0    19.1763889   -33.5375000     3.9545867   -18.2896846   BLG 453
  BLG454     19:11:25    -34:46:05       2:48:15    -18:53:08   2000.0    19.1902778   -34.7680556     2.8041959   -18.8855625   BLG 454
  BLG455     19:12:20    -35:59:55       1:38:58    -19:29:08   2000.0    19.2055556   -35.9986111     1.6495244   -19.4854901   BLG 455
  BLG456     19:11:26    -24:20:30      12:54:59    -14:59:14   2000.0    19.1905556   -24.3416667    12.9163765   -14.9871251   BLG 456
  BLG457     19:11:57    -25:34:20      11:47:31    -15:34:47   2000.0    19.1991667   -25.5722222    11.7918473   -15.5798258   BLG 457
  BLG458     19:12:23    -26:48:10      10:39:08    -16:08:51   2000.0    19.2063889   -26.8027778    10.6523083   -16.1474612   BLG 458
  BLG459     19:12:54    -28:02:00       9:30:45    -16:43:27   2000.0    19.2150000   -28.0333333     9.5126220   -16.7241120   BLG 459
  BLG460     19:13:31    -29:15:50       8:22:24    -17:18:44   2000.0    19.2252778   -29.2638889     8.3734396   -17.3123408   BLG 460
